5826735_2_0,0,"[17.98306320958477, 11.181855274075108, 14.318146004806577]","[[17.80174991257208, 10.757966861622178, 14.219292745241853], [18.164376506597275, 11.605743686527903, 14.416999264371297]]"
5826735_2_0,1,"[3.047675121906642, -15.80967096689932, 13.385453708946981]","[[2.883986282403506, -15.966822419380666, 13.35435625641363], [3.2113639614097655, -15.652519514417943, 13.41655116148032]]"
5826735_2_0,2,"[28.23797125882452, -6.545010819223737, 2.5334458923985634]","[[27.66624022172607, -7.322306646868686, 2.3506524016130395], [28.80970229592303, -5.76771499157881, 2.716239383184089]]"
5826735_2_1,0,"[-12.167556222743196, 33.9402386817309, 18.72078350101196]","[[-12.802880981866704, 32.9398716274478, 18.3966792190228], [-11.532231463619677, 34.940605736014035, 19.0448877830012]]"
5826735_2_1,1,"[33.67814794547915, 7.623712628945532, 3.363284935989697]","[[33.63969089883041, 7.491801678764418, 3.3434911182388714], [33.71660499212558, 7.755623579125981, 3.383078753740209]]"
5826735_2_2,0,"[-4.947173947242818, 23.070785091296443, 17.466893906054988]","[[-9.470574809437826, 15.967049810384564, 14.920675225225324], [-0.42377308504780764, 30.174520372208306, 20.013112586884645]]"
5826735_2_3,0,"[26.831367478560427, 9.59645333417359, 19.78527634409715]","[[26.758076813993195, 9.472809394125896, 19.76067254413296], [26.904658143128078, 9.72009727422175, 19.80988014406212]]"
5826735_2_3,1,"[7.762997783853434, 45.54466861828569, 25.150263733186158]","[[7.370574015985478, 44.472370754637964, 24.897072913547653], [8.155421551721421, 46.61696648193346, 25.403454552824726]]"
5826735_2_3,2,"[20.612075430293615, 19.79870495671606, 23.46755505323274]","[[20.610167998603632, 19.793539729000102, 23.466308802269182], [20.613982861927067, 19.803870184408098, 23.468801304176033]]"
5903116_5_0,0,"[15.544432143587402, -17.42048946471273, 1.6776321709584205]","[[15.474164597604942, -17.5724510237324, 1.6359593658063032], [15.614699689569859, -17.268527905692736, 1.7193049761104975]]"
5903116_5_0,1,"[10.138458673715988, 14.492183296383656, 4.993257923662334]","[[10.103304884639986, 14.431213369325478, 4.978341412706043], [10.173612462792025, 14.553153223442122, 5.0081744346187635]]"
5903116_5_1,0,"[-14.791738907723008, -24.45597231345589, 0.435469324304568]","[[-14.836251686696814, -24.543647251464808, 0.4204790563855208], [-14.747226128748467, -24.36829737544686, 0.4504595922236054]]"
5903116_5_1,1,"[-4.275060590831372, 23.174015703544562, 1.6996204309804632]","[[-4.633609743416045, 22.442198186770568, 1.525717708755969], [-3.9165114382467014, 23.905833220318556, 1.8735231532049574]]"
5903116_5_1,2,"[8.946780447691113, -20.066709297095343, 0.81978412671704]","[[8.686395175134093, -20.43760820098333, 0.7556279188551506], [9.20716572024815, -19.695810393207463, 0.8839403345789308]]"
5903116_5_1,3,"[3.149482864744558, 3.705301306435138, 4.4991988337056545]","[[1.957621640313214, 2.477713040331023, 4.074976327916282], [4.341344089175902, 4.9328895725392545, 4.923421339495025]]"
5903116_5_4,0,"[-14.461324448591268, -21.82003677013483, 5.923173202976215]","[[-14.478818399904789, -21.85815742313213, 5.900771489902614], [-14.443830497278949, -21.781916117138355, 5.945574916050073]]"
5903116_5_4,1,"[8.9445978924884, 7.345955541486411, 4.753583166084403]","[[8.907834964034171, 7.25321945526327, 4.736430848295192], [8.981360820943097, 7.438691627709929, 4.770735483873751]]"
5903116_5_4,2,"[-5.884816306260921, -23.349177814200985, 2.1669661688737873]","[[-5.88497737374424, -23.349626173038413, 2.1668163935125544], [-5.884655238740928, -23.348729455269453, 2.167115944223124]]"
5903116_5_4,3,"[-14.525351025827714, -4.51424853109332, 3.7024205775396912]","[[-15.1691795065526, -6.027990217547405, 3.526583591140487], [-13.881522545102792, -3.000506844639226, 3.8782575639388877]]"
5903116_5_5,0,"[-2.1578170958564464, 0.7686505538848851, 3.4726706182440896]","[[-2.340037253560827, 0.4254060051551449, 3.4040337491038026], [-1.9755969381520684, 1.1118951026146262, 3.5413074873843695]]"
5903116_5_5,1,"[-1.9380812323954375, -16.40796719031506, 1.568610236826598]","[[-3.1530901151022865, -20.012528053121535, 0.5224380234352419], [-0.7230723496885869, -12.803406327508576, 2.614782450217952]]"
5903116_5_5,2,"[-8.765006732668038, -17.413171100188276, 12.406814958479243]","[[-8.76781957434648, -17.418824684344163, 12.405519572697855], [-8.762193890987652, -17.407517516024182, 12.408110344255448]]"
5903116_5_6,0,"[15.21515480219018, -0.9260461873947123, 0.9220502021692882]","[[15.141311530324451, -1.1685849386495233, 0.8683414075809419], [15.288998074055534, -0.6835074361399125, 0.9757589967576448]]"
5903116_5_6,1,"[-11.478679240808303, -23.396895803046444, 13.177865956875465]","[[-11.487928005414094, -23.406199387747826, 13.17203521105036], [-11.469430476206849, -23.387592218351486, 13.183696702706584]]"
5903116_5_6,2,"[-3.25683125361466, -20.297924836842427, 5.2981384686364885]","[[-3.2600260926215956, -20.30471010329167, 5.296410120490588], [-3.253636414607966, -20.291139570398883, 5.299866816782146]]"
5805844_1_0,0,"[12.465229194217942, 20.943378628483593, 1.1888405970671356]","[[12.357215756818817, 20.858872729000428, 1.1878308604245293], [12.573242631617092, 21.02788452796683, 1.1898503337096438]]"
5805844_1_0,1,"[31.667139052846192, 73.71036369580352, 0.9063268982746321]","[[25.108534062488665, 71.14738978151959, 0.8236151161051773], [38.225744043203754, 76.27333761008742, 0.9890386804440884]]"
5805844_1_1,1,"[75.93044950386289, 30.884704144862226, 0.7900956453787417]","[[72.39898137211365, 29.53596156236813, 0.756891172013778], [79.4619176356123, 32.23344672735638, 0.8233001187437069]]"
5805844_1_1,2,"[34.166237830997325, 10.404866036376935, 0.28886754827900324]","[[31.658733262567434, 8.662104150699811, 0.255962099517546], [36.673742399427255, 12.147627922054077, 0.3217729970404606]]"
5805844_1_1,3,"[77.46770358284006, 77.11088187655835, 1.6339109524404378]","[[74.55504320141327, 75.69117480296342, 1.5652910814097716], [80.38036396426693, 78.53058895015295, 1.7025308234710996]]"
5785050_6_0,1,"[21.276844683454776, 3.2190938927076767, 8.95503854043786]","[[21.237331297868142, 3.2131933748844577, 8.952497403200963], [21.31635806904009, 3.2249944105306665, 8.957579677671292]]"
5785050_6_0,3,"[75.97598484164557, -2.8310494557866868, 16.267575154760273]","[[75.93343252224825, -2.844386958502532, 16.262922755835344], [76.01853716104735, -2.8177119530714596, 16.27222755368901]]"
