5826735_2_1,0,"[19.712542261513544, -28.952654686448053, 18.665714985547993]","[[19.641429859137954, -29.008327367047148, 18.62860547322901], [19.783654663890122, -28.8969820058494, 18.702824497867155]]"
5826735_2_2,0,"[29.288600216340306, 14.212934111117207, 14.358533539135015]","[[29.151098584111864, 13.844637018341201, 14.294763305981812], [29.426101848568848, 14.581231203893184, 14.422303772288002]]"
5826735_2_3,0,"[20.67208305265387, 7.131971290690068, 19.118063906137476]","[[17.411429267481864, 0.3318518745644532, 17.372960387285055], [23.932736837825885, 13.932090706815682, 20.86316742498991]]"
5826735_2_3,1,"[21.381433285276316, -26.790498174014935, 13.357529734483029]","[[21.376844982588594, -26.805935362340676, 13.352380949686568], [21.386021587963953, -26.775060985695895, 13.362678519281205]]"
5826735_2_3,2,"[14.924630740961346, -12.745784725471017, 23.616379853453115]","[[14.047217450238051, -13.74251187180922, 23.082666666378152], [15.802044031684659, -11.749057579132817, 24.150093040528162]]"
5826735_2_3,3,"[-7.424625471087065, -35.43760082610762, 8.884101299833725]","[[-7.844385614885636, -36.28048429146218, 8.535389151769003], [-7.0048653272884875, -34.59471736075319, 9.232813447898465]]"
5826735_2_4,0,"[-7.703162399553546, -7.347554290488223, 19.192724566019578]","[[-8.967958857877944, -9.485564776539732, 18.078461751829614], [-6.438365941229138, -5.209543804436706, 20.306987380209506]]"
5826735_2_4,1,"[4.518880097592156, -38.40442601366155, 4.250892741173323]","[[4.477666589612346, -38.45139193556991, 4.242151376801852], [4.560093605572002, -38.35746009175268, 4.259634105544782]]"
5826735_2_4,2,"[-7.055823805553418, 29.5403509322866, 14.752004238549544]","[[-7.2996050290785925, 29.118610119162778, 14.67368995519913], [-6.812042582028275, 29.962091745410522, 14.830318521899983]]"
5826735_2_4,3,"[-7.57838687933418, -29.944513506242057, 17.723574182272493]","[[-8.254120489770628, -30.974502925853695, 17.369067673794255], [-6.902653268897716, -28.914524086630426, 18.078080690750717]]"
5826735_2_4,4,"[-15.960048996195228, -22.762251858369254, 16.54897341891625]","[[-16.064948946758427, -22.97840294859075, 16.469823503970602], [-15.855149045631755, -22.546100768147493, 16.628123333862078]]"
5826735_2_5,0,"[16.23457652071895, 10.955865625391766, 15.267615481109452]","[[16.231139804645366, 10.951019695261126, 15.266321987044378], [16.23801323678542, 10.960711555520303, 15.268908975168998]]"
5826735_2_5,1,"[-16.371801765132204, 23.63587706418781, 3.971858526583458]","[[-16.502648056740966, 23.512444300576252, 3.9043232194817534], [-16.240955473523343, 23.759309827799523, 4.039393833685132]]"
5903116_5_1,0,"[-8.29219469229343, -1.0259511030186919, 5.375802718359694]","[[-8.309502054057289, -1.0470012011953758, 5.3650706955099885], [-8.274887330529607, -1.004901004842, 5.386534741209221]]"
5903116_5_2,0,"[-12.294286358229373, 25.001055267598822, 1.3955788802400342]","[[-12.318755071442663, 24.95444636568604, 1.3869936524645252], [-12.269817645015198, 25.047664169508515, 1.4041641080154401]]"
5903116_5_2,1,"[11.644068833005036, -13.991264426383436, 2.7146543038649984]","[[11.64076778700976, -13.997554840059468, 2.713123516295197], [11.64736987900346, -13.98497401270906, 2.716185091435716]]"
5903116_5_3,0,"[6.374730669119317, -18.311185882871865, 15.129863520189243]","[[5.9862453822039186, -19.201267020603392, 14.835367672267868], [6.763215956034713, -17.42110474514033, 15.424359368110693]]"
5903116_5_3,1,"[-0.4539328947742583, 11.829859921975322, 4.066880843754205]","[[-0.5465940449831982, 11.703263371023226, 4.033707100411992], [-0.3612717445653183, 11.956456472927371, 4.100054587096515]]"
5903116_5_3,2,"[0.8078024687577247, -13.55032706010994, 3.4730991332150656]","[[0.6512512913652454, -13.874986410234776, 3.388358529034513], [0.9643536461502041, -13.225667709985068, 3.557839737395614]]"
5903116_5_4,0,"[-10.893559182193561, -4.168844297000814, 1.5531572136865273]","[[-11.23037731502138, -4.705628865012811, 1.3932076829823505], [-10.556741049365796, -3.6320597289888514, 1.7131067443907138]]"
5903116_5_4,1,"[-7.65626725160884, -7.298696756737407, 4.642302115343816]","[[-10.504971383421914, -10.6588740170809, 3.4728362794938294], [-4.807563119795768, -3.938519496393914, 5.811767951193804]]"
